order_id,product_id,quantity,unit_price,total_price
not_a_date,P00147,32-13-2025,4158.15,4158.15
@@@,###BAD###,1,32-13-2025,
O0000498,32-13-2025,###BAD###,null,2947.82
O0000499,32-13-2025,1,2501.19,###BAD###
O0000499, ,1,2945.27,2945.27
O0000499,P00152,1,nan,1240.32
O0000500, ,1,nan,32-13-2025
O0000500,P00077,1,2322.04,2322.04
null, ,1,1647.3,not_a_date
O0000501,P00296,1,4795.36,4795.36
O0000502,not_a_date,9999-99-99,not_a_date,9999-99-99
O0000503,###BAD###,1,1739.03,1739.03
NULL,P00084,1,884.14,884.14
O0000504,P00132,1,1386.48,1386.48
N/A,P00261,2,3031.34,invalid
9999-99-99,P00172,1,123abc,2552.56
null,not_a_date,,4416.85,null
O0000507,P00117,1, ,688.21
NULL,P00186,1,2399.34,32-13-2025
O0000508,9999-99-99,1,2276.43,2276.43
O0000509,P00250,###BAD###, ,617.87
O0000509,P00114,1,4752.84,4752.84
O0000510,P00094,1,###BAD###,899.29
NULL,not_a_date,###BAD###,551.23,551.23
O0000511,P00037,@@@,###BAD###, 
O0000512,P00283, ,not_a_date,2196.2
O0000513,not_a_date,1,4830.87,@@@
123abc,###BAD###,1,2619.54,null
O0000514,nan,nan,2768.04,2768.04
not_a_date, ,1,nan,2491.24
O0000515,not_a_date,1,123abc,501.13
invalid,nan,1,583.44,583.44
O0000517,null,1,3314.14,3314.14
O0000518,123abc,1,3531.67,3531.67
O0000518,P00080,9999-99-99,2829.21,32-13-2025
N/A, ,9999-99-99,3031.31,3031.31
O0000519, ,32-13-2025,3374.84,32-13-2025
nan,123abc,32-13-2025,@@@,334.58
O0000520,P00161,1,192.64,192.64
O0000521,P00219,1,123abc,2373.76
O0000522,P00029,1,NULL,2155.09
###BAD###,###BAD###,3,1141.71,3425.13
O0000523,P00264,1,not_a_date,150.82
O0000523,P00243,2,2773.29,5546.58
O0000524,32-13-2025,1,2664.34,nan
O0000524,P00040,1,2101.49,@@@
nan,,not_a_date,123abc,2306.44
9999-99-99,P00043,1,3545.5,3545.5
9999-99-99,,123abc,3275.36,3275.36
O0000527,32-13-2025,32-13-2025,2672.7,32-13-2025
O0000528,P00171,1,320.1,320.1
,NULL,1,nan,nan
O0000530,@@@,3,2535.4,7606.2
nan,P00207,32-13-2025,32-13-2025,null
O0000531,not_a_date,1,4186.54,123abc
O0000531,P00024,null,2099.23,32-13-2025
invalid,P00244,N/A,null,2253.1
32-13-2025,123abc,9999-99-99,3403.8,3403.8
,P00210,1,3395.09,3395.09
N/A,P00037,,1664.33,null
O0000533,P00167,1,2619.54,2619.54
null,32-13-2025,1,2773.29,null
N/A,N/A,32-13-2025,1506.18,
O0000535,9999-99-99,1,3910.16,null
 ,123abc,1,null,###BAD###
O0000536,9999-99-99,1,32-13-2025,483.23
O0000536, ,NULL,446.06,446.06
O0000537,@@@,nan,N/A,not_a_date
null,P00188,###BAD###,552.98,not_a_date
@@@,P00140,1,###BAD###,9999-99-99
9999-99-99,9999-99-99,1,null,3500.38
NULL,P00234,9999-99-99,869.14,869.14
O0000541,P00100,1,4050.33,4050.33
,P00121,null,not_a_date,1571.88
O0000541,P00218,1,1465.34,1465.34
NULL,###BAD###,1,3076.05,###BAD###
O0000543,P00105,1,4936.6,4936.6
O0000544,9999-99-99,1,3934.13,3934.13
null,P00089,2,3511.98,###BAD###
32-13-2025,P00120,3,2851.93,null
O0000547,P00191,1,276.6,276.6
9999-99-99,P00090,1,3475.88,3475.88
###BAD###,P00145,32-13-2025,3239.47,N/A
nan,NULL,invalid,invalid,123abc
###BAD###,P00293,32-13-2025,1541.89,1541.89
O0000551,P00228,1,123abc,NULL
@@@,P00163,N/A,2008.27,2008.27
9999-99-99,P00136,123abc,,3934.56
9999-99-99,###BAD###,null,@@@,1402.4
O0000554,invalid,3,253.72,761.16
not_a_date,,123abc,2929.08,###BAD###
O0000555,###BAD###,1,nan,NULL
O0000556,123abc,1,1739.29,1739.29
@@@,P00265,1,434.91,123abc
9999-99-99,invalid,1,2865.64,NULL
O0000559,P00183,1,123abc,2833.55
O0000559,P00222,1, ,3432.78
O0000560,P00295,,2422.06,NULL
,P00199,1,4097.92,N/A
O0000561,###BAD###,1,1280.25,1280.25
@@@,P00139,3,null,4535.97
O0000563,null,,2312.38,2312.38
O0000564,nan,1,1907.2,
9999-99-99,P00042,1,4165.55,###BAD###
O0000566,P00058,nan,356.06,1068.18
123abc,P00148,1, ,9999-99-99
32-13-2025,P00132,1,1540.53,1540.53
NULL,P00036,1,480.79,480.79
null,@@@,1,185.88,185.88
N/A,P00259,,878.6,invalid
O0000571,P00095,###BAD###,3159.92,3159.92
O0000572,P00159,9999-99-99,3820.15,7640.3
 ,NULL,1,4114.04,4114.04
O0000573,N/A,1,3480.03,3480.03
O0000574,P00091,123abc,2930.18,2930.18
O0000575,P00045,1,2881.52, 
O0000575,null,1,2595.83,2595.83
O0000576,P00293,,1541.89,9999-99-99
O0000576,P00071,9999-99-99,3091.8,not_a_date
 ,nan,N/A,@@@,1436.39
invalid,123abc,1,4646.71,invalid
123abc,P00184,null,null,4041.12
O0000579,32-13-2025,1,3524.25, 
O0000580,P00261,not_a_date,invalid,3199.75
O0000581,P00143, ,788.27,null
O0000582,P00198,1,3309.36,invalid
O0000582,P00083,1,@@@,4098.66
###BAD###,P00156,1,null,3098.7
invalid,123abc,1,NULL,4414.37
O0000584,,1,123abc,123abc
O0000585,32-13-2025, ,929.04,NULL
123abc, ,1,4453.39,4453.39
not_a_date,P00007,1,32-13-2025,2903.41
invalid,nan,not_a_date,3837.16,3837.16
123abc,P00159,2,4021.21,@@@
O0000590,,1,1144.93,1144.93
O0000591, ,1,3706.29,9999-99-99
invalid,P00248,1, ,invalid
O0000593,@@@,123abc,123abc,4273.93
O0000594,P00239,1,32-13-2025,###BAD###
9999-99-99,P00113,1,69.45,123abc
O0000595,###BAD###,,3002.03,3002.03
###BAD###,nan,1,###BAD###,not_a_date
NULL,@@@,,193.29,193.29
O0000598,###BAD###,@@@,###BAD###,2062.43
O0000599,P00008,1,551.23,NULL
O0000600,P00281, ,3003.44,123abc
O0000601,NULL,32-13-2025,4310.18,8620.36
O0000602,P00011,1,9999-99-99,446.06
O0000603,P00282,1,1480.31,1480.31
O0000604,P00272,1,3947.26,nan
O0000605, ,1,1911.42,1911.42
O0000606,P00021,1,9999-99-99,null
O0000607,P00169,1,123abc,2070.22
O0000608,123abc,1,nan,@@@
null,not_a_date,N/A,3261.79, 
null,###BAD###,9999-99-99,1666.08,1666.08
O0000611,null,1,123abc, 
O0000612,P00139,1,invalid,@@@
O0000612,###BAD###,1,3275.36,3275.36
O0000613,P00247,32-13-2025,1144.93,32-13-2025
not_a_date,P00131,1,2995.61,2995.61
nan,P00092,NULL,NULL,null
O0000615,P00006,1,3006.7,9999-99-99
O0000616,not_a_date,1,521.51,521.51
O0000616,nan,1,1200.74,1200.74
nan,32-13-2025,not_a_date,null,invalid
###BAD###,N/A,1,###BAD###,2050.29
O0000619,P00085,###BAD###,invalid,4503.45
N/A,invalid,1,@@@,NULL
O0000620,P00077,1,N/A,2322.04
NULL,P00272,1,null,4411.65
O0000621,,1,,1965.52
 ,N/A,1,,9999-99-99
O0000623,###BAD###,1,4936.6,
N/A,not_a_date,1,721.47,32-13-2025
O0000625,@@@,1,2788.47,NULL
@@@,P00139,123abc,NULL,@@@
O0000627,9999-99-99,2,N/A,3130.54
O0000628,P00297, ,,2537.14
123abc,9999-99-99,1,1194.09,1194.09
O0000629,P00007,1,3056.22,9999-99-99
O0000630,@@@,1,1965.52,1965.52
O0000631,@@@,nan,1434.63,2869.26
O0000631,123abc,1,9999-99-99,32-13-2025
invalid,null,1,2276.94,2276.94
O0000632,not_a_date,1,534.46,534.46
O0000633,P00055,123abc,,N/A
O0000634,P00292,1,490.7,32-13-2025
N/A,123abc,1,192.64,NULL
O0000636,N/A,1,62.14,62.14
O0000637,not_a_date,1,1937.79,123abc
O0000638,P00261,N/A,invalid, 
O0000639,P00271,3, ,825.93
 ,P00024,123abc,invalid,null
O0000641,32-13-2025,1,3547.15,3547.15
O0000642,P00171,9999-99-99,320.1,320.1
O0000643,9999-99-99,1,2253.1,2253.1
O0000644,P00186,1,,9999-99-99
nan,P00242,1,4012.36,N/A
###BAD###,P00120,1,3002.03,3002.03
O0000646,P00285,1,123abc,32-13-2025
O0000647,P00135,3,3066.71,9200.13
not_a_date,N/A,1,N/A,nan
O0000649,32-13-2025,1,4866.94,4866.94
N/A,P00178,32-13-2025,4290.12,4290.12
null,P00158,1,563.38,
O0000651,P00230,,4589.33, 
O0000652,P00171,1,320.1,320.1
O0000653, ,not_a_date,4134.28,NULL
O0000654,P00085,3,###BAD###,13510.35
O0000654,NULL,1,192.64,192.64
O0000655,,NULL,2191.99,2191.99
N/A,P00227,123abc,1777.49,@@@
,P00182,1, ,4335.93
###BAD###,P00005,N/A,1722.86,123abc
O0000659,P00064,1,2014.86,2014.86
O0000660,123abc,1,123abc,2336.25
O0000661,P00200,1,2649.05,2649.05
null,P00012,,4207.28,4207.28
NULL,P00197,1, ,###BAD###
null,invalid,,261.25,261.25
###BAD###,32-13-2025,32-13-2025,3025.65,NULL
O0000664,invalid,NULL,not_a_date,N/A
O0000665,not_a_date,nan,9999-99-99,3820.15
O0000666,nan, ,3849.27,3849.27
O0000667,P00170,1,707.26,707.26
invalid,P00274,1,###BAD###,1938.0
O0000669,P00158,1,nan,563.38
,P00248,###BAD###,123abc,@@@
O0000671,###BAD###, ,not_a_date,2539.06
not_a_date,P00098,1,3173.76,3173.76
nan,P00080,32-13-2025, ,2829.21
null,P00289,1,3037.36,123abc
O0000674,P00125,###BAD###,753.5,753.5
O0000675,P00124,1,931.08,931.08
O0000676,123abc,@@@,nan,nan
null,P00209,NULL,1453.14,not_a_date
O0000676,P00137,1,32-13-2025,1038.76
O0000677,P00158,1,478.87,123abc
O0000678,P00207,123abc,1947.85,@@@
O0000679,P00246,2,2327.51,not_a_date
O0000679,P00259,1,878.6,878.6
O0000679,@@@,1,not_a_date,null
O0000680,P00241,nan,4646.71,not_a_date
O0000680,P00008,1,9999-99-99,523.67
O0000681,invalid,not_a_date,525.19,525.19
O0000681,null,,3827.93,3827.93
O0000682,P00098,32-13-2025,not_a_date,3547.15
O0000683,P00255,1,155.06,invalid
O0000684,P00174,invalid,1637.14,123abc
not_a_date,P00020,1,32-13-2025,2030.93
,P00229,1,1673.14,1673.14
32-13-2025,invalid,2,@@@,7527.6
O0000687,P00243,1,N/A,2773.29
not_a_date,P00241,###BAD###, ,4646.71
123abc,###BAD###,null,235.13,235.13
O0000689,P00198,not_a_date,###BAD###,3309.36
O0000690,invalid,1,invalid,4193.03
nan,N/A,1,invalid,###BAD###
O0000692,123abc,@@@,4193.03,4193.03
O0000693,P00156,1,nan,2772.52
O0000694,P00043,1,9999-99-99,3939.44
123abc,P00058,@@@,N/A,###BAD###
,P00119,invalid,1449.8,null
O0000697,invalid,not_a_date,2784.06,not_a_date
@@@,P00056,1,invalid,3345.91
O0000699,P00259,32-13-2025,790.74,790.74
nan,not_a_date,1,1435.46,1435.46
O0000701,P00217,1,2879.38,2879.38
O0000702,32-13-2025,1,@@@,1334.16
O0000703,nan,1,nan,3169.58
32-13-2025, ,1,not_a_date,2046.22
O0000705,P00065,###BAD###,invalid,2245.66
9999-99-99,null,###BAD###,3474.5,3474.5
NULL,9999-99-99,9999-99-99,1726.55,NULL
O0000706,,1,,1565.27
O0000707,null,1,1363.06,not_a_date
nan,P00091,1,NULL,32-13-2025
,NULL,1,3386.76,3386.76
@@@,P00218,123abc,1318.81,not_a_date
O0000710,P00148,@@@,3817.0,3817.0
null,32-13-2025,123abc,1434.63,1434.63
O0000711,32-13-2025,1,476.07,476.07
 ,@@@,1,32-13-2025,1176.09
O0000713,P00043,1,3939.44,3939.44
O0000714,P00272,1,null,9999-99-99
O0000715,P00064,1,1914.12, 
O0000716,P00250,not_a_date,617.87,617.87
invalid,123abc,@@@,1357.42,32-13-2025
@@@,P00246,3,2601.34,N/A
not_a_date,P00051,1, ,NULL
@@@,null,null,1553.77,N/A
O0000718,P00058,1,356.06,invalid
O0000718,P00217,1,123abc,nan
O0000719, ,1,invalid,3206.66
O0000720,32-13-2025,1,1918.1,1918.1
@@@,9999-99-99,1,2396.24,2396.24
invalid,null,123abc,4075.61,4075.61
O0000721,not_a_date,123abc,123abc,nan
O0000722,9999-99-99,null,1324.49,N/A
O0000723,NULL,9999-99-99,4007.39,4007.39
O0000724,NULL,1, ,
O0000724,P00231,1,1002.52,123abc
O0000725,null,1,32-13-2025,1511.99
not_a_date,N/A,null,1589.2,###BAD###
N/A,P00019,###BAD###,1792.22,1792.22
O0000727, ,1,563.38,invalid
O0000728,P00201, ,2196.46,###BAD###
O0000728,P00039,1,2958.5,2958.5
O0000729,N/A,1,null,3295.02
O0000730,@@@,1,not_a_date,not_a_date
O0000731,###BAD###,null,1510.14,1510.14
NULL,NULL,###BAD###,N/A,123abc
O0000732,P00277,invalid,1359.13,not_a_date
O0000733,,2,4539.06,NULL
O0000734,P00152,1,9999-99-99,null
NULL,P00156,NULL,3098.7,null
9999-99-99,P00256,1,invalid,9999-99-99
O0000736,null,1,2122.23,2122.23
O0000737,P00036,2,480.79,961.58
O0000738,123abc,1,245.45,245.45
O0000738,P00067,1, ,2640.14
9999-99-99,invalid,1,3534.66,3534.66
O0000740,N/A,1,,32-13-2025
,NULL,1,2514.72,2514.72
O0000742,,32-13-2025,1886.55,3773.1
O0000743,P00094,N/A,851.96,1703.92
NULL,P00027,N/A,2452.2,2452.2
O0000744,P00120,1,9999-99-99,2701.83
123abc,P00202,@@@,3474.5,3474.5
null,NULL,1,null,NULL
,9999-99-99,1,2381.18,2381.18
O0000747,P00108,,1601.4,1601.4
O0000748,P00142,1,4312.11,4312.11
O0000749,P00136,1,3344.38,@@@
O0000749,N/A,1,nan,1681.33
O0000750,###BAD###,1,2008.27,2008.27
O0000751,9999-99-99,@@@,275.31,N/A
###BAD###,P00148,32-13-2025,NULL,3415.22
O0000752,P00129,1,null,not_a_date
O0000753,###BAD###,1,608.76,608.76
O0000754,P00253,123abc,1744.01,32-13-2025
O0000755,P00132,not_a_date,N/A,1540.53
O0000756,@@@,1,3447.27,3447.27
O0000756,P00188,1,552.98,552.98
O0000757,P00110,1,2757.45,2757.45
O0000758,P00182,invalid,4335.93,4335.93
not_a_date,P00240,1,null,32-13-2025
O0000759,P00135,2,3247.1,6494.2
@@@,P00215,1,3209.63,3209.63
O0000760,P00094,null,899.29,899.29
O0000761,P00184,invalid,,4041.12
,P00154,, ,invalid
O0000763,P00088,2,1134.04,###BAD###
32-13-2025,9999-99-99,1,319.6,null
N/A,@@@,1,2852.62,###BAD###
invalid,not_a_date,3,1602.17,4806.51
N/A,P00201,1,not_a_date,2318.48
 ,@@@,1,1043.2,1043.2
123abc,,1,nan,2554.9
,@@@,not_a_date,9999-99-99,3199.75
O0000768,P00024,N/A,9999-99-99,123abc
O0000769,P00284,1,invalid,nan
nan,,2,N/A,3936.8
O0000770,P00085,@@@, ,13510.35
not_a_date,P00055,###BAD###,882.25,882.25
NULL,32-13-2025,1,9999-99-99,1382.36
O0000772,@@@,1,3439.33,3439.33
invalid,123abc,2,4178.84,invalid
N/A,P00260,3,2420.43,7261.29
9999-99-99,not_a_date,NULL,1451.09,1451.09
O0000775,P00275,1,not_a_date,2036.8
invalid,P00222,1,3432.78,3432.78
O0000777,P00221,1,null,3763.42
O0000778,P00150,1,,88.09
NULL,not_a_date,32-13-2025,3032.5,NULL
O0000779,@@@,1,1804.03,1804.03
O0000779,P00010,1,1363.06,@@@
invalid,invalid,1,@@@,144.67
invalid,P00049,1,,279.29
O0000782,P00202,N/A,3127.05,3127.05
invalid,9999-99-99,###BAD###,@@@,###BAD###
N/A,P00262,1,4186.54,123abc
O0000785,###BAD###,not_a_date,N/A,2681.61
O0000786,P00097,N/A,3124.98,3124.98
 ,P00129,N/A,274.32,274.32
O0000787,32-13-2025,9999-99-99,nan,1571.88
O0000788,P00213,NULL,4662.23,4662.23
NULL,P00057,3,null,###BAD###
O0000790,32-13-2025,not_a_date,1256.94,invalid
9999-99-99,P00257,32-13-2025,240.36,480.72
O0000791,P00279,3,4789.09,14367.27
N/A,P00225,2,3099.74,NULL
9999-99-99,9999-99-99,1,123abc,3763.42
O0000794, ,not_a_date,123abc,
O0000795,@@@,1,1268.57,1268.57
,nan,1,NULL,895.62
O0000796,P00148,###BAD###,3415.22,3415.22
N/A, ,123abc,986.82,2960.46
O0000797,9999-99-99,1,3465.02,3465.02
O0000798,invalid,###BAD###,NULL,NULL
O0000799,P00007,1,123abc,2597.79
O0000800,N/A,1,1862.09,1862.09
O0000800,nan,3,123abc,32-13-2025
O0000801,P00040,NULL,1996.42,1996.42
not_a_date,P00208,32-13-2025,2729.25,###BAD###
@@@,P00248,1,###BAD###,nan
null,P00040,123abc,2101.49,nan
O0000804,P00216,1,N/A,2306.44
O0000805,null,1,123abc,
123abc,P00086, ,1742.75,9999-99-99
O0000806,9999-99-99,1,934.88,934.88
O0000807,P00110,@@@,2902.58,not_a_date
O0000807,P00141,32-13-2025,1517.84,invalid
O0000808,P00131,1,3171.83,3171.83
O0000808,NULL,not_a_date,nan,2357.59
O0000809,P00171,1,320.1,320.1
O0000810,P00048,1,4453.39,###BAD###
O0000811,P00130,1,9999-99-99,NULL
O0000811,123abc,1,2274.46,2274.46
O0000811,P00192,null,3500.38,10501.14
O0000812,nan,1,1245.54,32-13-2025
nan,9999-99-99,1,4862.22,4862.22
O0000813,P00268,NULL,null, 
O0000814,invalid,1,32-13-2025,1817.83
###BAD###,###BAD###,###BAD###,3225.04,N/A
O0000815,P00043,1,not_a_date,3939.44
O0000815,P00280, ,712.31,712.31
O0000816,N/A,2,3148.43,N/A
O0000817,P00092,1,9999-99-99,4083.58
 ,null,1,###BAD###,1973.73
invalid,P00044,,4395.57,
O0000820,not_a_date,2,32-13-2025,N/A
@@@,P00110,1,2757.45,32-13-2025
32-13-2025, ,1,4936.6,4936.6
 ,NULL,9999-99-99,9999-99-99,invalid
123abc,P00082,1,1543.14,nan
O0000824,P00070,1,3910.16,N/A
NULL,P00215,1,3031.31,3031.31
O0000826,@@@,1,###BAD###,4328.46
O0000826,nan,1,null,null
O0000827,invalid,1,176.59,invalid
O0000828,P00090,1,@@@,3884.81
O0000829,P00149,1,, 
O0000829,P00066,1,9999-99-99,789.68
###BAD###,P00119,,NULL,1526.1
O0000831,P00258,1,1635.55,1635.55
invalid,32-13-2025,2,275.31,550.62
O0000833,P00031,null,4273.93,NULL
O0000834,123abc,1,2776.42,2776.42
O0000835,9999-99-99,3,1201.31,invalid
nan,N/A,2,32-13-2025, 
O0000837,invalid,123abc,3034.21,3034.21
O0000837,P00180,1,558.08,123abc
O0000838,P00144,1,###BAD###,421.49
O0000839,@@@,2,null,NULL
O0000840,32-13-2025,1,invalid,1144.93
O0000841,nan,1,N/A,4012.36
@@@,P00161,1,nan,192.64
N/A,P00268,1,123abc, 
123abc,P00283,1,933.39,933.39
9999-99-99,P00234,1,nan,N/A
O0000844,P00052,9999-99-99,not_a_date,4134.28
invalid,null,2,1297.18,32-13-2025
O0000846,P00025,1,9999-99-99,invalid
@@@,P00049,1,123abc,264.59
O0000848,P00073,N/A,2276.94,2276.94
O0000848, ,1,not_a_date,2271.8
O0000848,P00115,1,@@@,993.35
 ,NULL,1,32-13-2025,318.58
O0000850,P00006, ,3537.3,3537.3
O0000851,P00282,2,1324.49,2648.98
NULL,P00146,3,NULL,3868.65
O0000852,P00205,1,123abc,not_a_date
@@@,P00003,1,1741.95,@@@
@@@,P00203,1,534.46,9999-99-99
null,,1,1589.2,1589.2
NULL,P00049,invalid,293.99,293.99
O0000856,P00264,2,167.58,not_a_date
###BAD###,9999-99-99,1,746.55,746.55
 ,P00133,1,1178.43,1178.43
O0000859,P00228,1,3480.03,3480.03
O0000860,P00238,1,123abc,2805.16
O0000861,P00219,3,2637.51,N/A
O0000861,P00179,1,not_a_date,4413.89
,P00047,1,3420.02,123abc
O0000863,32-13-2025,1,2672.7,2672.7
9999-99-99,P00009,1,2075.94,2075.94
O0000865,N/A,123abc,3198.91,###BAD###
not_a_date,invalid,2,227.01,454.02
,P00221,@@@,###BAD###,nan
9999-99-99,invalid,3,2881.52,null
O0000869,P00299,1,4395.53,4395.53
invalid,###BAD###,1,, 
123abc,P00098, ,9999-99-99,NULL
O0000870,NULL,2,not_a_date,32-13-2025
O0000871,nan,NULL,1403.96,1403.96
@@@,N/A,1,4085.15,4085.15
123abc,P00070,1,3910.16,3910.16
###BAD###,P00181,1,nan,2629.64
O0000875,P00087,1,invalid,3620.35
32-13-2025,nan,3,3276.29, 
###BAD###,P00285,1,@@@,invalid
O0000877,P00064,1,1914.12,1914.12
O0000878,NULL,not_a_date,2723.09,
@@@,P00238,1,2805.16,###BAD###
O0000880,P00287,1,4264.37,4264.37
123abc,P00066,###BAD###,789.68,1579.36
O0000882,P00083,3,###BAD###,9999-99-99
O0000883,nan,1,nan,32-13-2025
null,not_a_date, ,2505.63,32-13-2025
O0000885,P00067,1,2501.19,null
123abc,P00290,1,N/A,123abc
O0000886,###BAD###,nan,2276.94,2276.94
O0000887,P00264,1,159.2,159.2
N/A,@@@,1,255.23,255.23
O0000889,P00034,1,N/A,1049.5
O0000890,P00129,1,invalid,288.76
O0000891,P00155,,N/A,2945.27
O0000891,###BAD###,2,3405.11,###BAD###
O0000892,P00072,nan,3275.36,invalid
O0000892,N/A,1,2977.79,2977.79
null,P00296,1,nan,@@@
nan,P00212,2,3448.73,6897.46
O0000894,P00144,9999-99-99,421.49,421.49
O0000895,not_a_date, ,9999-99-99,176.18
 ,P00177,3,2023.86,
@@@,P00139,32-13-2025,1511.99,@@@
invalid,P00067,1,2362.24,2362.24
O0000898,P00114,1,4752.84,nan
O0000899,P00121,1,1746.53,1746.53
,P00020,1,2256.59,@@@
O0000901,9999-99-99,1,nan,3447.27
NULL,P00239,null,3602.1,3602.1
 ,P00065,###BAD###,1247.59,2495.18
@@@,,nan,N/A,4442.94
O0000905,invalid,1,1200.74,1200.74
32-13-2025,P00284,invalid,679.63,679.63
@@@,invalid,1,235.11,235.11
invalid,###BAD###,1,4866.94,4866.94
NULL,P00297,1,not_a_date,NULL
NULL,NULL,1,N/A,not_a_date
###BAD###,nan,@@@,@@@,@@@
O0000910,P00272,nan,4643.84,4643.84
O0000911,NULL,1,3480.03,3480.03
O0000912,###BAD###,1,3820.15,123abc
O0000913,123abc,32-13-2025,3447.27,NULL
O0000914,P00182,1,4335.93,invalid
O0000915,P00294,1,3314.14,invalid
###BAD###,P00279,###BAD###,,9999-99-99
O0000917,P00173,1,3918.25,3918.25
not_a_date,N/A,2,invalid,5301.62
O0000918,P00070,1,9999-99-99,
O0000919,P00103,N/A,2672.7,2672.7
O0000919,32-13-2025,###BAD###,3746.43,nan
O0000920,P00244,@@@,123abc,not_a_date
123abc,P00034,nan,997.02,997.02
invalid,P00152,1,1309.22,
O0000922,P00138,1,4866.94,###BAD###
###BAD###,P00034, ,892.08,892.08
@@@,P00017,9999-99-99,2381.18,4762.36
nan,,1,nan,583.44
O0000924,###BAD###,2,869.14,1738.28
O0000925,NULL,1,3381.62,3381.62
O0000926,P00165,invalid,null,3271.88
O0000927,P00190,1, ,2761.07
O0000928,P00082,1,9999-99-99,9999-99-99
O0000929,N/A,1,invalid,1459.16
O0000930,N/A,invalid,3160.41,6320.82
O0000931,###BAD###,null,not_a_date,9999-99-99
O0000932,P00286,invalid,9999-99-99,not_a_date
O0000932,P00243,null,2773.29,123abc
O0000933,9999-99-99,1,not_a_date,123abc
O0000933,not_a_date,nan,60.87,not_a_date
,nan,1,3219.61,3219.61
@@@,P00227,1,invalid,123abc
O0000935,nan,1, ,@@@
 ,P00175,NULL,299.24,299.24
O0000937,nan,###BAD###,@@@,N/A
not_a_date,nan,1,517.96,517.96
O0000938,P00011, ,123abc,524.78
O0000939,P00161,1,163.74, 
O0000940,P00227,1, ,1678.74
O0000941,P00086,N/A,null,3690.52
O0000942,,NULL,4338.97,4338.97
O0000943,P00209,1,,1300.18
O0000944, ,1,320.1,###BAD###
O0000944,P00047,@@@,,3078.02
9999-99-99,P00132,1,1540.53,1540.53
N/A,P00194,1,N/A,32-13-2025
NULL,P00280,not_a_date,749.8,invalid
O0000948,P00201,1,2440.51,null
O0000948,,2,4263.51,8527.02
NULL,P00010,NULL, ,null
nan,P00005,nan,1722.86,1722.86
invalid,P00066,2,836.14,1672.28
O0000951,P00012,1,null,32-13-2025
 ,P00281,N/A,2703.1,###BAD###
O0000953,P00055,2,123abc,1960.56
O0000954,@@@,1,NULL,3681.32
O0000954,P00293,1,1379.58,1379.58
O0000955,not_a_date,nan,3714.65,3714.65
nan,P00272,1,4411.65,4411.65
O0000957,32-13-2025,2,2514.72,N/A
O0000958,###BAD###,1,not_a_date,null
O0000959,P00146,1,1153.81,1153.81
O0000960,P00083,1,N/A,3667.22
O0000960,P00052,9999-99-99,4863.86,4863.86
O0000961,N/A,not_a_date,nan,invalid
O0000962,P00004,1,3122.33,3122.33
O0000963,nan,32-13-2025,invalid,1840.9
O0000964,9999-99-99,1,NULL,4041.28
O0000965,32-13-2025,1,invalid, 
O0000966,NULL,32-13-2025,@@@,123abc
O0000967,invalid,3,32-13-2025,1298.13
not_a_date,P00213,nan,4907.61,9999-99-99
,P00045,1,2737.44,9999-99-99
O0000969,P00204,1,@@@,9999-99-99
O0000970,P00045,123abc,@@@,2593.37
O0000971,NULL,1,###BAD###,1712.63
O0000972,P00261,1,NULL,2862.94
null,P00250,1,32-13-2025,invalid
###BAD###,P00218,1,1245.54,
O0000973,P00187,1,, 
O0000974,P00250,9999-99-99,32-13-2025,not_a_date
O0000975,P00081,1,@@@,1527.46
,32-13-2025,N/A,2822.75,NULL
O0000977,P00099,1,1606.36, 
32-13-2025,,@@@,3763.42, 
,P00242, ,invalid,invalid
O0000980,9999-99-99,9999-99-99,4748.81,4748.81
null,P00028,1,not_a_date,440.83
,P00264,1,167.58,167.58
not_a_date,9999-99-99,,nan,
O0000983,P00069,@@@,158.0,158.0
O0000984,not_a_date,@@@,,nan
O0000985,P00137,,@@@,null
null,invalid,1,3409.0,3409.0
O0000986,P00266,1,2531.27,32-13-2025
O0000987,P00249,1, ,2274.57
O0000988,P00121,,1571.88,1571.88
O0000989,P00056,1,3160.03,@@@
O0000990,P00201,,2318.48,2318.48
not_a_date,P00287,1,3624.71,123abc
invalid,P00154,1,1726.55,1726.55
O0000991,P00069,1,185.88,185.88
O0000992,###BAD###,NULL,1943.91,@@@
NULL,P00100,null,4263.51,4263.51
nan,P00036,2,invalid, 
O0000995,P00095,123abc,N/A,7063.34
O0000996,N/A,1,4821.08,9999-99-99
O0000997,NULL,2,N/A,
null,P00266,invalid,2390.64,2390.64
@@@,P00208,123abc,2880.88,invalid
@@@,###BAD###,1,1889.83,9999-99-99
N/A,P00155,###BAD###,3291.77,3291.77
invalid,P00282,32-13-2025,N/A,4207.2
O0001000,P00214,123abc,N/A,2544.27
123abc,P00012,1,3996.92,N/A
NULL,P00201, ,2440.51,2440.51
O0001003,P00050,1,3816.76,3816.76
O0001003,nan,###BAD###,N/A,523.67
###BAD###,P00184,nan,@@@,4516.55
O0001004,P00167,1,2488.56,2488.56
32-13-2025,invalid,1,not_a_date,3474.5
O0001005,P00013,NULL,62.0,null
null,P00008,invalid,551.23,N/A
O0001007,P00178,1,3861.11,3861.11
O0001008,P00095,N/A,3345.79,invalid
O0001008,123abc,9999-99-99,3326.75,3326.75
32-13-2025,32-13-2025,nan,2934.25,@@@
32-13-2025,not_a_date,1,4452.66,invalid
